Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador
1257,2.41,83.5,76.4,1064.0,4.42,4.15,4.81,4.17,5.4,17.2,2513.0,48.0,18.0
1258,2.53,89.5,79.3,1092.0,3.32,4.25,3.95,3.47,3.8,3.8,2515.0,48.0,20.0
1259,2.6,76.0,87.7,936.0,3.56,3.88,3.02,4.18,3.6,10.7,2517.0,48.0,22.0
1260,2.26,79.4,93.2,1064.0,3.29,4.75,3.41,3.76,3.0,17.7,2519.0,48.0,24.0
1261,2.42,92.0,86.1,1074.0,4.52,4.35,4.89,3.21,3.3,6.1,2521.0,48.0,26.0
1262,2.62,91.9,99.1,813.0,4.76,3.26,4.76,4.45,12.2,10.2,2523.0,48.0,28.0
1263,2.52,71.0,81.9,1077.0,3.26,4.77,3.52,4.6,14.7,10.9,2525.0,48.0,30.0
1264,2.63,85.9,97.2,1013.0,4.54,4.43,4.08,3.79,17.1,5.9,2527.0,48.0,32.0
1265,2.4,86.4,87.2,833.0,4.22,3.91,3.3,3.65,5.2,14.9,2529.0,48.0,34.0
1266,2.87,77.4,73.3,953.0,4.09,4.4,3.27,3.86,4.2,14.4,2531.0,48.0,36.0
1267,2.24,79.1,88.8,813.0,3.22,4.63,3.92,3.91,8.9,4.5,2533.0,48.0,38.0
1268,2.79,74.4,98.6,951.0,3.86,3.02,3.85,4.06,14.5,8.7,2535.0,48.0,40.0
1269,2.87,94.3,75.5,885.0,4.25,3.02,3.54,4.82,14.2,12.8,2537.0,48.0,42.0
1270,2.66,72.9,98.7,843.0,3.31,3.22,3.99,4.53,10.8,8.9,2539.0,48.0,44.0
1271,2.18,88.5,93.7,898.0,4.09,4.44,4.62,3.21,9.7,5.9,2541.0,48.0,46.0
1272,2.07,86.8,91.6,890.0,3.38,3.68,3.88,3.65,10.3,15.8,2543.0,48.0,48.0
1273,3.37,81.8,90.3,1071.0,3.96,3.3,4.68,4.94,10.4,5.3,2545.0,48.0,50.0
1274,3.3,96.5,86.2,854.0,3.27,4.61,4.77,3.25,4.8,9.9,2547.0,49.0,0.0
1275,2.18,77.5,90.4,874.0,4.44,4.17,3.21,4.91,5.5,9.7,2549.0,49.0,2.0
1276,3.01,76.9,90.0,987.0,4.57,4.95,3.38,3.84,15.4,9.7,2551.0,49.0,4.0
1277,2.08,76.4,71.1,1074.0,4.82,3.71,4.94,4.39,14.7,14.8,2553.0,49.0,6.0
1278,2.31,76.8,90.0,1042.0,4.01,3.06,3.52,3.5,7.0,10.7,2555.0,49.0,8.0
1279,2.91,73.4,87.8,881.0,4.95,4.64,3.51,3.75,17.9,10.2,2557.0,49.0,10.0
1280,2.87,90.2,77.0,1098.0,4.29,4.75,4.87,4.83,13.1,13.7,2559.0,49.0,12.0
1281,2.96,97.6,98.4,1037.0,4.4,4.9,4.68,4.27,3.3,9.7,2561.0,49.0,14.0
1282,3.42,91.8,90.6,929.0,3.09,3.08,3.57,4.73,15.3,12.7,2563.0,49.0,16.0
1283,2.01,97.8,98.2,1085.0,3.51,3.65,3.04,4.76,6.0,16.0,2565.0,49.0,18.0
1284,2.41,82.6,71.2,984.0,3.86,3.19,4.07,4.2,14.2,14.1,2567.0,49.0,20.0
1285,3.47,91.9,85.2,827.0,4.14,4.77,3.05,3.19,12.9,3.1,2569.0,49.0,22.0
1286,2.28,92.1,98.5,852.0,4.12,4.43,3.0,4.54,17.9,3.3,2571.0,49.0,24.0
1287,2.22,85.7,79.5,877.0,3.18,4.14,3.89,3.56,11.0,10.1,2573.0,49.0,26.0
1288,2.02,70.0,74.6,1004.0,3.2,3.84,4.69,4.8,15.8,17.2,2575.0,49.0,28.0
1289,2.44,81.3,74.8,869.0,4.41,3.05,3.41,4.62,10.0,8.5,2577.0,49.0,30.0
1290,2.42,75.6,75.0,1051.0,3.82,3.15,4.17,3.41,5.0,12.6,2579.0,49.0,32.0
1291,3.06,78.2,98.7,1027.0,4.31,4.11,4.1,4.38,14.1,10.7,2581.0,49.0,34.0
1292,2.23,86.4,79.1,870.0,4.88,4.49,4.82,4.77,9.2,3.3,2583.0,49.0,36.0
1293,3.49,90.1,74.7,919.0,4.79,4.74,4.15,4.15,17.9,9.6,2585.0,49.0,38.0
1294,3.15,93.8,97.2,1079.0,4.11,4.88,3.74,4.72,5.2,15.6,2587.0,49.0,40.0
1295,3.14,95.9,82.1,933.0,3.64,3.54,3.26,4.85,12.9,3.2,2589.0,49.0,42.0
1296,3.05,95.4,94.4,935.0,3.52,3.65,3.51,4.67,16.3,8.3,2591.0,49.0,44.0
1297,3.37,81.4,97.0,841.0,3.5,3.52,4.1,3.26,8.1,5.7,2593.0,49.0,46.0
1298,2.47,74.9,99.4,878.0,4.01,4.52,4.01,4.35,14.8,15.9,2595.0,49.0,48.0
1299,3.44,84.3,93.7,1019.0,3.26,3.34,4.88,4.99,8.2,17.0,2597.0,49.0,50.0
1300,2.67,94.5,83.2,1021.0,4.61,3.44,3.31,4.45,3.1,14.7,2599.0,50.0,0.0
1301,2.0,97.5,77.7,839.0,4.14,4.17,4.35,3.54,10.7,10.2,2601.0,50.0,2.0
1302,2.16,98.1,84.7,956.0,4.81,3.23,3.55,4.57,11.2,3.7,2603.0,50.0,4.0
1303,3.11,88.6,80.4,906.0,4.42,3.66,4.52,3.09,8.8,14.9,2605.0,50.0,6.0
1304,2.85,85.4,99.8,985.0,3.88,3.86,3.31,3.57,17.4,6.2,2607.0,50.0,8.0
1305,3.21,85.4,93.4,963.0,3.04,3.2,3.21,3.55,9.1,17.7,2609.0,50.0,10.0
1306,2.45,91.7,70.0,1087.0,4.6,4.17,4.32,4.63,11.3,6.6,2611.0,50.0,12.0
1307,3.1,85.3,70.3,922.0,4.01,4.24,4.48,3.29,15.3,5.7,2613.0,50.0,14.0
1308,3.18,83.9,87.4,1077.0,4.3,3.6,3.0,3.59,3.1,17.5,2615.0,50.0,16.0
1309,2.59,79.2,71.5,850.0,4.18,4.97,3.28,4.46,3.3,13.9,2617.0,50.0,18.0
1310,3.36,86.2,84.1,1059.0,4.59,3.61,3.27,3.58,7.2,9.7,2619.0,50.0,20.0
1311,2.25,76.1,97.3,888.0,3.43,4.61,4.31,4.56,9.1,12.3,2621.0,50.0,22.0
1312,2.51,90.5,84.4,1037.0,4.85,3.71,3.05,4.82,6.6,8.3,2623.0,50.0,24.0
1313,3.22,89.0,92.6,906.0,4.61,4.88,4.98,3.41,11.4,11.3,2625.0,50.0,26.0
1314,2.24,70.4,71.5,869.0,3.37,3.04,4.22,4.0,7.6,14.5,2627.0,50.0,28.0
1315,2.56,90.3,75.7,982.0,3.09,4.0,3.43,3.06,16.0,9.6,2629.0,50.0,30.0
1316,3.27,78.2,74.8,1049.0,3.41,4.18,3.01,3.35,10.0,9.0,2631.0,50.0,32.0
1317,2.41,82.7,90.1,1008.0,3.83,4.56,3.13,4.75,11.3,4.0,2633.0,50.0,34.0
1318,3.35,76.7,71.7,808.0,3.17,3.42,4.24,4.83,5.8,4.1,2635.0,50.0,36.0
1319,2.06,81.0,78.2,953.0,4.8,3.76,4.75,3.45,3.3,11.5,2637.0,50.0,38.0
1320,3.0,79.9,83.2,932.0,3.15,4.37,4.24,4.46,3.3,12.6,2639.0,50.0,40.0
1321,3.04,86.8,92.1,901.0,3.63,3.11,4.1,3.75,13.0,17.9,2641.0,50.0,42.0
1322,2.35,82.4,84.3,973.0,3.09,3.3,3.56,4.76,8.2,5.1,2643.0,50.0,44.0
1323,3.25,89.1,85.0,879.0,3.27,4.44,4.13,3.51,3.9,14.4,2645.0,50.0,46.0
1324,3.45,73.8,94.6,838.0,3.06,3.5,4.41,3.86,9.5,4.9,2647.0,50.0,48.0
1325,2.05,78.4,81.2,962.0,3.73,4.93,4.5,3.76,17.4,12.0,2649.0,50.0,50.0
1326,2.83,87.6,87.4,1036.0,4.28,3.57,4.4,3.88,7.4,3.6,2651.0,51.0,0.0
1327,2.51,82.1,99.6,974.0,4.2,4.39,4.76,4.27,6.9,7.9,2653.0,51.0,2.0
1328,2.1,72.5,80.6,847.0,3.94,3.81,3.36,4.11,8.3,16.9,2655.0,51.0,4.0
1329,2.33,82.8,90.6,942.0,4.08,3.55,3.32,4.07,7.7,3.5,2657.0,51.0,6.0
1330,2.59,70.8,78.6,1096.0,3.56,4.15,3.88,4.38,14.2,11.5,2659.0,51.0,8.0
1331,2.3,73.6,94.4,921.0,3.64,4.96,3.49,4.53,3.8,10.7,2661.0,51.0,10.0
1332,3.07,75.8,86.9,844.0,4.03,3.36,4.77,3.37,11.9,3.0,2663.0,51.0,12.0
1333,2.89,85.0,91.6,931.0,4.74,4.52,4.92,4.52,17.8,15.9,2665.0,51.0,14.0
1334,2.82,93.2,84.6,1020.0,4.36,4.77,3.51,3.84,15.2,8.0,2667.0,51.0,16.0
1335,3.44,90.3,77.7,1082.0,3.02,4.7,3.95,3.04,17.5,8.2,2669.0,51.0,18.0
1336,3.34,77.2,95.6,857.0,4.17,4.82,3.52,4.43,5.8,14.3,2671.0,51.0,20.0
1337,2.28,95.8,79.4,815.0,3.14,3.69,4.61,4.68,8.9,10.7,2673.0,51.0,22.0
1338,3.28,73.6,70.9,897.0,3.99,3.92,3.31,3.02,11.5,12.3,2675.0,51.0,24.0
1339,2.19,87.5,72.8,907.0,4.49,4.06,3.84,3.51,6.9,7.4,2677.0,51.0,26.0
1340,2.82,76.1,83.2,828.0,4.29,4.78,4.45,3.58,4.9,15.4,2679.0,51.0,28.0
1341,3.38,80.9,75.4,816.0,3.76,4.04,4.8,3.98,10.8,15.7,2681.0,51.0,30.0
1342,2.57,83.2,85.0,952.0,4.77,4.4,3.81,3.34,11.7,11.0,2683.0,51.0,32.0
1343,2.37,80.7,91.7,952.0,3.78,3.91,4.62,4.05,9.0,6.5,2685.0,51.0,34.0
1344,2.9,84.5,86.1,896.0,4.13,4.45,3.83,3.05,14.2,12.6,2687.0,51.0,36.0
1345,2.79,79.1,75.4,819.0,4.39,3.79,4.64,4.33,4.5,11.6,2689.0,51.0,38.0
1346,3.33,75.2,78.0,816.0,4.37,4.31,3.97,4.2,6.7,15.8,2691.0,51.0,40.0
1347,3.02,97.7,78.6,903.0,3.04,4.52,4.09,4.87,12.9,17.0,2693.0,51.0,42.0
1348,3.39,94.5,73.8,907.0,3.22,3.61,4.31,3.49,15.9,6.7,2695.0,51.0,44.0
1349,3.09,78.8,89.4,939.0,4.24,3.49,3.34,4.59,14.9,5.1,2697.0,51.0,46.0
1350,3.17,91.4,88.4,804.0,4.98,4.68,3.01,4.47,4.3,5.2,2699.0,51.0,48.0
1351,3.11,82.0,98.5,872.0,3.77,3.23,4.77,4.49,12.1,16.9,2701.0,51.0,50.0
1352,2.13,78.3,89.0,1008.0,4.45,3.0,4.38,3.68,3.3,12.2,2703.0,52.0,0.0
1353,3.46,82.6,70.4,1020.0,3.04,4.04,3.38,3.11,7.0,10.8,2705.0,52.0,2.0
1354,3.45,74.8,86.4,941.0,3.54,3.07,3.93,4.01,11.8,14.6,2707.0,52.0,4.0
1355,2.05,72.0,99.6,893.0,3.25,4.44,3.6,4.11,4.7,11.2,2709.0,52.0,6.0
1356,2.37,94.1,98.9,992.0,3.5,3.74,4.33,3.71,11.0,16.5,2711.0,52.0,8.0
1357,2.56,95.9,80.5,976.0,4.07,3.38,3.18,3.62,14.3,12.2,2713.0,52.0,10.0
1358,2.47,72.5,88.7,993.0,4.11,4.95,4.8,4.03,15.8,14.4,2715.0,52.0,12.0
1359,2.88,87.4,93.6,942.0,3.4,4.94,4.57,4.59,11.6,9.8,2717.0,52.0,14.0
1360,3.27,96.4,95.3,949.0,4.3,3.31,4.6,4.9,12.5,5.7,2719.0,52.0,16.0
1361,2.18,96.2,72.4,1082.0,3.7,4.96,3.75,3.45,13.1,6.1,2721.0,52.0,18.0
1362,2.67,90.6,83.2,1043.0,3.75,3.66,4.54,3.1,15.4,8.5,2723.0,52.0,20.0
1363,2.41,88.1,80.0,1032.0,3.46,3.62,3.06,4.64,16.2,12.5,2725.0,52.0,22.0
1364,2.13,87.5,98.9,889.0,3.17,3.89,4.48,4.16,5.1,16.4,2727.0,52.0,24.0
1365,2.74,72.8,85.4,879.0,4.28,3.94,3.13,4.13,10.5,11.3,2729.0,52.0,26.0
1366,3.16,92.2,99.2,841.0,4.8,4.42,3.82,4.37,13.7,8.2,2731.0,52.0,28.0
1367,2.17,97.4,73.4,1028.0,4.36,3.39,4.16,4.18,3.4,15.9,2733.0,52.0,30.0
1368,2.59,95.8,97.3,966.0,3.93,3.01,3.87,3.88,11.7,9.0,2735.0,52.0,32.0
1369,2.09,94.6,85.4,822.0,4.17,3.38,3.51,4.79,9.7,9.5,2737.0,52.0,34.0
1370,3.24,97.8,94.0,808.0,3.15,4.59,3.78,4.61,8.7,11.8,2739.0,52.0,36.0
1371,2.12,81.7,83.2,1053.0,4.8,4.29,3.61,3.43,10.2,17.4,2741.0,52.0,38.0
1372,3.24,91.9,70.7,894.0,4.81,4.81,3.84,4.01,13.9,11.2,2743.0,52.0,40.0
1373,2.79,82.8,83.9,951.0,3.65,4.7,4.99,3.32,14.8,3.5,2745.0,52.0,42.0
1374,2.71,71.5,94.8,863.0,3.53,3.32,3.65,3.57,12.6,11.4,2747.0,52.0,44.0
1375,3.11,98.0,88.2,941.0,3.23,3.05,3.78,3.0,13.0,14.1,2749.0,52.0,46.0
1376,2.05,70.7,84.3,1035.0,3.55,3.78,4.61,3.62,12.5,17.1,2751.0,52.0,48.0
1377,3.48,82.9,98.2,893.0,3.34,3.41,3.87,4.68,8.9,3.5,2753.0,52.0,50.0
1378,2.87,84.4,83.2,802.0,3.03,3.02,4.63,4.81,15.1,8.0,2755.0,53.0,0.0
1379,2.67,80.9,94.8,838.0,4.52,4.96,4.18,4.08,17.7,13.6,2757.0,53.0,2.0
1380,3.27,91.9,81.2,928.0,3.49,4.36,4.22,3.61,7.0,12.1,2759.0,53.0,4.0
1381,2.98,98.2,99.2,1070.0,4.02,3.78,3.74,3.97,13.0,3.3,2761.0,53.0,6.0
1382,2.66,74.3,70.4,1049.0,3.02,4.31,4.04,3.67,6.9,3.7,2763.0,53.0,8.0
1383,3.41,80.2,73.4,1083.0,4.92,3.32,3.13,4.04,15.3,9.4,2765.0,53.0,10.0
1384,2.6,75.4,76.3,899.0,4.87,3.36,3.66,3.9,6.1,14.5,2767.0,53.0,12.0
1385,3.49,98.1,81.8,907.0,4.18,3.27,4.73,4.63,14.4,7.3,2769.0,53.0,14.0
1386,3.31,79.4,99.1,840.0,3.88,3.82,4.34,3.22,8.7,11.4,2771.0,53.0,16.0
1387,2.45,96.0,73.3,947.0,3.95,4.51,3.1,3.72,14.2,15.7,2773.0,53.0,18.0
1388,3.34,81.3,74.4,1006.0,4.88,3.69,4.41,4.53,5.4,4.3,2775.0,53.0,20.0
1389,2.2,77.7,77.9,810.0,3.13,4.26,3.24,4.13,4.8,12.5,2777.0,53.0,22.0
1390,3.47,86.8,99.1,846.0,4.38,4.91,3.93,3.49,6.8,15.4,2779.0,53.0,24.0
1391,3.34,78.3,92.6,1081.0,3.69,4.43,4.41,4.73,3.0,16.3,2781.0,53.0,26.0
1392,3.03,84.1,81.2,1015.0,3.89,4.15,4.55,3.31,11.1,7.4,2783.0,53.0,28.0
1393,2.13,70.0,96.6,805.0,3.42,4.28,4.34,3.75,8.5,4.5,2785.0,53.0,30.0
1394,3.37,70.8,74.8,1017.0,4.89,4.44,3.71,3.9,8.0,5.4,2787.0,53.0,32.0
1395,2.28,85.7,77.7,928.0,3.96,4.69,4.54,3.33,6.8,6.0,2789.0,53.0,34.0
1396,3.26,97.2,78.9,872.0,3.58,4.4,4.63,3.18,17.2,4.9,2791.0,53.0,36.0
1397,2.48,98.8,75.7,820.0,3.92,4.56,3.48,3.52,11.6,15.8,2793.0,53.0,38.0
1398,2.32,85.5,77.9,877.0,3.53,3.78,4.43,4.6,13.0,9.3,2795.0,53.0,40.0
1399,2.41,75.0,99.6,841.0,4.8,4.31,4.27,3.61,12.4,15.6,2797.0,53.0,42.0
1400,2.93,88.5,86.4,1056.0,3.19,3.15,4.7,3.88,11.6,16.9,2799.0,53.0,44.0
1401,2.08,95.8,96.9,1060.0,4.04,3.84,3.65,4.58,7.4,3.0,2801.0,53.0,46.0
1402,2.98,89.1,83.8,1061.0,3.47,4.42,4.1,3.91,3.1,5.1,2803.0,53.0,48.0
1403,3.46,98.8,95.0,1086.0,4.35,4.36,3.78,3.2,14.4,6.9,2805.0,53.0,50.0
1404,3.4,88.0,80.1,930.0,4.87,3.67,3.37,3.87,12.1,7.1,2807.0,54.0,0.0
1405,3.33,74.0,96.2,908.0,3.18,3.14,3.9,3.02,11.1,13.9,2809.0,54.0,2.0
1406,2.14,78.1,81.7,935.0,4.53,3.99,3.15,3.55,12.5,9.8,2811.0,54.0,4.0
1407,3.03,87.2,89.9,838.0,4.9,3.26,4.63,3.94,4.4,14.2,2813.0,54.0,6.0
1408,2.11,78.9,70.4,843.0,3.82,4.58,4.59,3.35,13.1,15.1,2815.0,54.0,8.0
1409,2.92,90.9,94.3,1036.0,4.16,4.91,3.25,4.96,14.8,8.9,2817.0,54.0,10.0
1410,2.4,88.6,71.4,993.0,4.68,3.01,4.9,3.5,17.2,6.5,2819.0,54.0,12.0
1411,3.18,87.1,80.7,988.0,3.14,4.72,3.28,3.57,14.5,9.7,2821.0,54.0,14.0
1412,2.86,95.3,79.0,997.0,4.34,4.35,3.27,4.46,13.6,10.2,2823.0,54.0,16.0
1413,2.81,98.6,86.2,1058.0,4.21,3.5,4.38,4.67,13.9,9.6,2825.0,54.0,18.0
1414,3.35,90.3,86.6,1090.0,3.13,4.65,4.99,3.98,4.6,3.2,2827.0,54.0,20.0
1415,2.22,99.3,77.9,1044.0,3.77,4.85,3.65,3.81,11.9,7.3,2829.0,54.0,22.0
1416,2.48,91.0,77.7,902.0,4.91,4.51,4.84,3.1,4.3,5.1,2831.0,54.0,24.0
1417,3.28,92.2,89.3,810.0,4.66,4.39,3.16,4.39,13.1,12.3,2833.0,54.0,26.0
1418,3.39,84.7,95.2,1030.0,3.5,4.64,4.75,4.89,10.1,8.5,2835.0,54.0,28.0
1419,2.09,71.2,98.6,908.0,3.28,4.4,4.84,3.09,13.6,14.5,2837.0,54.0,30.0
1420,2.07,81.3,76.5,1001.0,4.17,4.41,4.13,3.9,3.6,14.2,2839.0,54.0,32.0
1421,2.08,92.5,99.5,872.0,3.08,3.46,3.58,4.37,4.3,4.8,2841.0,54.0,34.0
1422,3.04,86.2,70.7,1085.0,4.41,3.54,4.29,4.79,7.4,9.8,2843.0,54.0,36.0
1423,3.17,98.4,95.8,1008.0,4.39,3.15,4.76,3.25,13.6,6.3,2845.0,54.0,38.0
1424,3.42,88.3,97.4,1093.0,3.01,4.79,3.55,4.44,9.2,16.5,2847.0,54.0,40.0
1425,2.0,79.2,92.9,959.0,3.97,3.99,4.76,4.77,11.4,6.9,2849.0,54.0,42.0
1426,2.52,82.4,71.3,1074.0,3.05,4.9,3.9,4.66,6.6,11.1,2851.0,54.0,44.0
1427,2.28,99.2,94.7,990.0,3.88,4.19,3.66,4.97,7.2,9.9,2853.0,54.0,46.0
1428,2.47,99.2,98.1,857.0,3.27,4.89,4.69,4.42,15.4,10.1,2855.0,54.0,48.0
1429,3.11,74.5,99.9,811.0,3.97,4.25,4.23,3.97,7.1,14.9,2857.0,54.0,50.0
1430,2.99,96.7,79.1,843.0,3.92,4.46,3.72,4.75,9.3,7.5,2859.0,55.0,0.0
1431,2.66,86.5,92.6,909.0,4.97,4.92,3.32,4.18,11.0,6.9,2861.0,55.0,2.0
1432,3.16,87.7,85.3,884.0,3.3,3.38,4.5,4.72,3.5,5.6,2863.0,55.0,4.0
1433,3.33,95.9,86.2,939.0,4.55,3.17,4.32,4.92,17.9,9.6,2865.0,55.0,6.0
1434,3.07,83.2,76.1,831.0,3.02,3.87,4.56,3.39,8.7,15.4,2867.0,55.0,8.0
1435,3.14,77.7,79.7,1031.0,3.31,4.31,3.15,3.42,10.2,14.4,2869.0,55.0,10.0
1436,2.32,85.7,70.2,987.0,3.63,3.35,3.84,4.99,9.7,8.9,2871.0,55.0,12.0
1437,2.23,87.1,76.3,883.0,3.25,4.81,3.33,4.18,5.0,16.2,2873.0,55.0,14.0
1438,2.94,97.8,88.7,1095.0,4.6,3.49,4.5,3.72,14.3,6.2,2875.0,55.0,16.0
1439,3.08,74.8,71.5,899.0,3.93,4.97,3.59,3.62,5.4,4.0,2877.0,55.0,18.0
1440,2.31,71.3,83.0,940.0,3.01,3.9,4.66,4.56,9.3,13.9,2879.0,55.0,20.0
1441,3.27,91.5,95.6,805.0,4.42,3.8,4.71,4.29,10.1,8.0,2881.0,55.0,22.0
1442,2.0,99.2,79.4,1007.0,3.51,3.84,3.49,4.42,11.7,14.2,2883.0,55.0,24.0
1443,2.4,73.3,95.0,870.0,4.96,3.79,3.0,3.51,11.7,11.3,2885.0,55.0,26.0
1444,3.27,96.0,96.7,1058.0,3.05,4.61,4.26,3.88,15.0,7.6,2887.0,55.0,28.0
1445,2.42,89.7,97.4,988.0,3.61,4.83,3.07,4.75,9.3,17.3,2889.0,55.0,30.0
1446,2.8,80.5,93.7,963.0,4.27,3.7,3.33,3.3,6.6,15.6,2891.0,55.0,32.0
1447,2.87,92.0,77.7,936.0,3.35,4.38,4.21,4.81,9.8,17.7,2893.0,55.0,34.0
1448,2.9,74.4,70.6,1004.0,4.11,4.24,4.93,3.54,10.4,9.0,2895.0,55.0,36.0
1449,2.12,78.8,95.1,1087.0,3.66,3.22,4.19,4.01,17.8,16.6,2897.0,55.0,38.0
1450,2.77,78.3,79.4,831.0,3.46,4.78,3.2,3.13,5.6,6.7,2899.0,55.0,40.0
1451,3.08,81.6,94.4,1099.0,3.46,3.44,3.87,3.63,16.3,3.0,2901.0,55.0,42.0
1452,2.0,83.9,83.3,1030.0,3.76,3.59,4.54,3.5,10.5,17.3,2903.0,55.0,44.0
1453,3.29,83.2,82.1,1082.0,4.81,3.77,4.18,4.78,15.7,6.3,2905.0,55.0,46.0
1454,2.52,95.9,96.0,941.0,3.33,4.47,3.62,3.66,14.9,13.2,2907.0,55.0,48.0
1455,2.06,86.4,90.1,842.0,3.55,3.59,4.85,3.73,10.1,13.8,2909.0,55.0,50.0
1456,3.45,74.9,70.3,1022.0,4.7,4.08,4.68,3.38,17.1,17.6,2911.0,56.0,0.0
1457,3.42,98.7,76.9,945.0,3.41,3.42,3.69,4.03,8.5,17.5,2913.0,56.0,2.0
1458,2.51,84.5,75.2,993.0,3.11,4.13,3.3,3.48,9.2,9.4,2915.0,56.0,4.0
1459,2.59,87.9,70.1,1064.0,4.45,4.22,4.91,4.16,3.1,15.2,2917.0,56.0,6.0
1460,2.44,71.6,79.3,867.0,3.68,3.15,4.79,3.73,3.8,3.0,2919.0,56.0,8.0
1461,3.44,74.7,91.8,878.0,3.8,4.99,4.5,3.34,4.3,8.9,2921.0,56.0,10.0
1462,2.77,87.5,74.8,1010.0,4.5,3.79,3.93,3.31,15.6,3.4,2923.0,56.0,12.0
1463,3.33,73.5,82.2,1073.0,3.59,4.1,3.91,4.82,14.1,8.7,2925.0,56.0,14.0
1464,2.47,88.4,83.2,991.0,3.69,4.44,3.42,4.75,9.3,5.4,2927.0,56.0,16.0
1465,3.33,87.0,89.5,803.0,3.62,3.16,3.08,3.42,17.9,11.1,2929.0,56.0,18.0
1466,2.84,85.0,97.3,898.0,3.88,4.98,4.76,4.57,10.8,17.0,2931.0,56.0,20.0
1467,2.97,74.4,75.4,868.0,4.06,3.49,3.45,3.62,5.2,15.2,2933.0,56.0,22.0
1468,2.99,76.6,73.2,887.0,4.17,3.19,3.08,3.75,5.6,10.7,2935.0,56.0,24.0
1469,3.37,95.5,76.5,836.0,3.8,4.14,4.01,4.68,5.4,5.3,2937.0,56.0,26.0
1470,3.3,85.2,75.9,924.0,4.16,3.3,3.56,4.23,4.5,4.9,2939.0,56.0,28.0
1471,2.05,92.4,80.8,817.0,3.99,3.49,4.01,4.79,5.7,3.7,2941.0,56.0,30.0
1472,2.15,85.4,80.4,844.0,3.22,3.18,4.26,3.85,5.1,9.2,2943.0,56.0,32.0
1473,3.0,77.9,98.9,952.0,3.21,4.25,3.85,3.93,16.6,4.5,2945.0,56.0,34.0
1474,3.06,85.9,77.2,809.0,3.28,3.6,3.23,4.75,17.5,15.0,2947.0,56.0,36.0
1475,3.05,91.8,97.6,1064.0,4.49,4.48,4.08,3.95,11.9,4.9,2949.0,56.0,38.0
1476,3.21,81.0,99.1,957.0,4.16,4.4,4.94,3.73,17.8,9.0,2951.0,56.0,40.0
1477,2.25,70.6,87.6,957.0,3.05,3.06,4.56,4.86,12.5,6.1,2953.0,56.0,42.0
1478,2.07,88.4,79.0,912.0,3.83,3.02,4.61,3.31,9.9,10.3,2955.0,56.0,44.0
1479,2.52,94.0,81.7,873.0,3.2,3.06,4.72,3.48,5.6,4.0,2957.0,56.0,46.0
1480,2.9,78.5,75.7,805.0,4.62,4.97,4.88,3.88,8.0,4.7,2959.0,56.0,48.0
1481,3.36,91.4,85.3,812.0,3.89,4.93,4.56,3.4,7.9,14.9,2961.0,56.0,50.0
1482,3.46,98.9,94.5,868.0,3.24,4.68,3.38,3.68,5.4,14.8,2963.0,57.0,0.0
1483,2.95,79.7,81.0,958.0,3.7,3.23,3.87,4.6,4.8,12.8,2965.0,57.0,2.0
1484,2.39,80.1,88.3,1062.0,3.86,3.4,4.63,4.29,3.3,13.8,2967.0,57.0,4.0
1485,2.76,72.8,93.0,1025.0,3.89,4.92,4.32,3.65,12.7,6.1,2969.0,57.0,6.0
1486,2.66,89.7,83.2,1023.0,3.92,3.32,3.2,3.99,5.6,4.7,2971.0,57.0,8.0
1487,2.26,89.2,87.2,1060.0,4.64,3.23,4.23,4.28,13.7,4.5,2973.0,57.0,10.0
1488,2.05,91.1,72.4,1079.0,4.13,4.35,4.93,4.77,3.6,8.4,2975.0,57.0,12.0
1489,3.37,77.5,70.8,938.0,4.56,3.8,3.66,3.57,9.0,13.2,2977.0,57.0,14.0
1490,2.59,80.4,92.9,1048.0,3.06,4.21,4.43,3.61,15.7,10.3,2979.0,57.0,16.0
1491,3.21,72.6,75.7,893.0,4.91,4.27,3.76,4.85,6.4,6.4,2981.0,57.0,18.0
1492,2.87,88.7,99.5,1028.0,3.92,3.95,4.91,3.07,9.5,17.1,2983.0,57.0,20.0
1493,2.78,92.1,74.3,945.0,4.11,4.45,3.85,4.96,5.1,14.8,2985.0,57.0,22.0
1494,2.79,97.7,91.5,1005.0,3.94,3.83,4.73,3.24,4.2,11.9,2987.0,57.0,24.0
1495,2.87,75.0,70.0,1048.0,3.16,3.97,3.6,3.54,17.0,11.8,2989.0,57.0,26.0
1496,2.09,76.5,73.7,844.0,3.65,4.95,4.55,4.74,15.2,6.6,2991.0,57.0,28.0
1497,3.47,70.9,75.7,939.0,4.29,4.33,4.13,4.26,3.1,5.5,2993.0,57.0,30.0
1498,2.32,76.6,82.1,942.0,4.08,3.64,4.68,3.61,13.9,10.4,2995.0,57.0,32.0
1499,3.16,98.7,77.2,984.0,4.96,4.8,4.47,4.2,14.3,15.2,2997.0,57.0,34.0
1500,3.44,78.2,86.0,1057.0,3.95,4.65,4.63,3.88,6.7,12.9,2999.0,57.0,36.0
1501,2.49,96.1,78.3,1085.0,3.18,3.65,4.07,4.33,8.3,14.7,3001.0,57.0,38.0
1502,2.81,72.4,92.2,919.0,4.73,4.99,3.46,4.46,16.6,9.2,3003.0,57.0,40.0
1503,2.3,81.8,74.3,934.0,3.33,4.79,4.76,4.29,7.3,11.7,3005.0,57.0,42.0
